model,kind,digit,index_in_kind,request_id,rlm_code_correct,rlm_nl_correct
Claude Haiku 4.5,matrix_chain_order,7,4,65bebe18e8ce135701686feb6039d2a8b49484178495d0c4fb3b6eb8f5a3a262,False,False
Claude Haiku 4.5,minimum,18,3,4c6c544a4b8ae2987b1655610258978e2e5bb9114e03a1e8d693d3c5155a9f64,True,False
Claude Haiku 4.5,matrix_chain_order,10,6,ccda83dc429a3fe7419a967c4cfcbee3c86b7601644e0dd79ed848762988838f,False,False
Claude Haiku 4.5,minimum,9,2,d9ad98e05d5a8194ae6602115e5020c03127c2f4aedbbfdba157f921f80e5764,False,True
Claude Haiku 4.5,matrix_chain_order,4,1,f0357c1aadc669467671e9fc23e42feebf3bc9f7a9b62e0ed27ba34997571c82,False,False
Claude Haiku 4.5,matrix_chain_order,8,5,ea39c8a4c5f4f19d47b04a865079b7f056114c68c2e8f9e0a3674f8b802b75bb,False,False
Claude Haiku 4.5,minimum,21,4,97178a3b0a4c963413b8937c02ff18c7a16bb83423c99738b671bb5f5ccaddaa,True,False
Claude Haiku 4.5,minimum,22,5,7b54c93ff4a72c34b11aa0b23c1d9e8f6fee7be4e5e77d52c77349d7587976cd,False,False
Claude Haiku 4.5,minimum,8,1,2ec052af7e6b2a41130746693eb54e71844ef1dbaa49e0afd8c5c4b8d5ddc8c5,True,True
Claude Haiku 4.5,matrix_chain_order,12,7,1557480bdae2aa7bdf2aa0b3cb50215e11c67a6a46d107d0ed7b83e806fce494,False,False
Claude Haiku 4.5,minimum,23,6,e88014fc0a9fc64cdef04006d9bc07eb00147a86fe0268e60e2f2ab4f2631f54,False,True
Claude Haiku 4.5,minimum,25,7,511b1b0bc8da93c6aafb6fa195df3e060f164a80646216304111121fcfdefd02,False,True
Claude Haiku 4.5,minimum,28,9,932443ef288995b596bf0bde2b53090b6f2602566dc4268a4122c8565a4bc60f,True,True
Claude Haiku 4.5,minimum,30,11,f7dac16767282cf3ff6ab362ee57436287dc0a4ac96a45ded29dcf8f975aecb9,False,True
Claude Haiku 4.5,minimum,29,10,42d1499d517552064a1826c48bf6aafa93ebdb46b4cf0020a919b3f28b91d12b,True,True
Claude Haiku 4.5,minimum,33,13,089323e1c0e8e07bf75384457aead2202aef792539b881c251004c5384c33ef7,True,True
Claude Haiku 4.5,minimum,32,12,d4119880106678b3626e1c16102a64dd1fbeaf6e30ad6029ed51b4d146f6a3a7,True,False
Claude Haiku 4.5,minimum,27,8,2790016b4023288d0de6a2b30146265da15b3ec495790435b0e38314f37b421d,True,False
Claude Haiku 4.5,minimum,38,15,284393a565a1bd84ead542ab6db95fed2d5bc86990f856b3276c68b67aa9a421,False,True
Claude Haiku 4.5,minimum,37,14,f5139d705e4f442f44834b23b0e7de2f6e2f774ffccea3320462cf673ea29896,False,False
Claude Haiku 4.5,minimum,41,17,1a10f9a62264054a7dc01ecf7797cd9b29afc02fb9729552ccf4e1da9deefd08,False,True
Claude Haiku 4.5,minimum,40,16,712d1938e4d26a12ccb87ce345b126cb9cdb14a7c74a31ace0fa0a1c94729550,False,False
Claude Haiku 4.5,minimum,46,20,eafbc89f094ec1fa170ef11c7dcb115ad54067a0e4843b20a30dc5605a5efebc,False,True
Claude Haiku 4.5,minimum,45,19,2fffa555eeba41f3f1bfd07523fa562bb6515ed5a6aef079160495922bad6909,False,False
Claude Haiku 4.5,minimum,44,18,5bf61c3c51f2c7ecab9df473d05ae0bfdc149ecef91ce5fd579ad5a5bd65d902,False,True
Claude Haiku 4.5,minimum,60,24,badbae98905858a8d4e3097c83bc64cf5f50a9502ffbb34a648146ffb53c1e39,False,False
Claude Haiku 4.5,minimum,49,21,0233404942d3edacd1d1cdbfedeca4a22a79bd14fbd54e4891ecbf9e7d3b9551,False,False
Claude Haiku 4.5,lcs,14,13,6bd492badb35bb3c50dcf0701eec61c4ad34661f660e37dd7cb8c6f7bccdde07,False,True
Claude Haiku 4.5,minimum,55,22,30beeb575b676a763c759b3ce87343f287430c42aca54e1755bcb760aa6db216,True,True
Claude Haiku 4.5,minimum,63,25,eb9bf62d09791138594e667cfc3f6bedd8d3caccdc9593b2b3c564c9e86e4cee,False,False
Claude Haiku 4.5,minimum,56,23,4d22024aa32ec1fcf85bd115df2319a5a21066af2a8801197b721c36d306dd5a,False,True
Claude Haiku 4.5,msp,0,3,d0fd509001eda0a8cbe6827f81115f77520ea508d10ab9426efd0588cf7d1b32,False,False
Claude Haiku 4.5,msp,0,4,f402eaf56887f3fde2c5691742a08a0e2e78e9389b7a8b6c6d7824929dd966a0,True,True
Claude Haiku 4.5,msp,0,6,20c22743057bbfedc025b08df34bd09c89e23e341dce87ca516a2c03a84d6191,False,False
Claude Haiku 4.5,msp,0,2,28482c1360d0270322a54193e379c655fdabf0cb080844ffe95c81e12a6abe54,False,False
Claude Haiku 4.5,msp,0,10,1f4a5199069cf65780a098d6a38de4d2b4c2ccceff000364ba21ea5f3646af9f,False,False
Claude Haiku 4.5,msp,0,9,5af9b5bc0e1467d86bd2f4c0c7d195cba962537bbae38e2b1255c4dcba79c90b,True,True
Claude Haiku 4.5,msp,0,1,21818a4fd9326ad1598337747b9a1e4563bd16857a03c14ecdff04d326a3b5aa,True,True
Claude Haiku 4.5,msp,0,8,4138cb5ab1242a7349dc9b2e4f64d7699876363b59199d1b68a5d08170562754,True,True
Claude Haiku 4.5,msp,0,7,c098dfb76c3da51b102a01744bf8b82d9d27032b33868cee753a1d185c78f240,False,True
Claude Haiku 4.5,msp,0,5,38cb1c11fb065d17868f01646a43529e22e469b2dfcb930a9d9321c28ed7cc16,False,False
Claude Haiku 4.5,msp,0,11,5a5cfbd7873a48d52645866025e348106f2c379368c730163bc3923ec9c0ab30,False,False
Claude Haiku 4.5,msp,0,12,cb828ae894becabf287e4e791574181fdde11cc4820769313b4f71140be840eb,False,False
Claude Haiku 4.5,mst_kruskal,10,1,de86d6207aac93304ced38e9bb8ce234b91203f3ee465032edc69a93d6450694,False,False
Claude Haiku 4.5,msp,0,14,60f4b8b31d58c912e59c43386859fb8143901198845f8130ae43f68f9e859e7c,True,True
Claude Haiku 4.5,mst_prim,5,1,87c9c2e2c9a37a423b0599ed6b9560a0f791bf4abe1ed4a22805239f10729765,False,False
Claude Haiku 4.5,mst_prim,6,2,727ee4086a20a3de0c21ca532142f1b369122d689afbb6c13a8ad78184a89be3,False,False
Claude Haiku 4.5,msp,0,15,c8d85859f2943de7f956425f0de5f418ec93d796e39795aabc8fdc330695e37c,False,False
Claude Haiku 4.5,mst_prim,7,3,909f4691b836aa3d87379eef7515784b9ab642cce634ed5efc56e4c3a4a62fb1,False,False
Claude Haiku 4.5,mst_prim,9,4,d471b49ff78ea6254fd44aea962edbeb2c6855c6d3be7b6642f52719f7823433,False,False
Claude Haiku 4.5,msp,0,13,5d57b38e668b74b1b2708faba5ecad5042328aeb48c4a030d48f6c08abdbc029,True,True
Claude Haiku 4.5,mst_prim,13,6,90b51e9e450186477ec5ca30e1f24a958b0b6ece8adc1a89c2c34423e740b5fb,False,False
Claude Haiku 4.5,mul,2,1,adecbcb1b796df9b89320d0ef706ccea7f3cab82e0666b167a3087cd314eb37c,True,True
Claude Haiku 4.5,mst_prim,14,7,21c4259e09b1ec7918171a2a541f868ea9a5c8d351696c2d074a062a8efe49c3,False,False
Claude Haiku 4.5,mul,6,6,a3ac5435b364e2c1e6297a9039936f5c1286506d5c8dbd45a5cca06af8f296b1,False,False
Claude Haiku 4.5,mst_prim,19,9,e4b60c837b08e0808c611af49ea5bdd06a0ad10f6638861020aeddc563c5b0a0,False,False
Claude Haiku 4.5,mul,2,2,d97e814667f70e6fd9e30a0e2202e0e8dd795f92c8a5c943c854da1e8adaa4cc,True,True
Claude Haiku 4.5,mul,8,7,935274e0a917ffe65ac3ab58693a9dd367514725c8c4d917fb7824bb3f0f8cd9,False,False
Claude Haiku 4.5,mul,4,3,72fc1c6c739b663dc15f3e35a40f1f53966bd8a6d28771b0bee8222fd488e498,False,False
Claude Haiku 4.5,mst_prim,12,5,26adf5dec5eb5420466306341bb43ab8530aec5b21b047999ac24c98ddefe12a,False,False
Claude Haiku 4.5,mst_prim,22,10,42ea7ca400987f814689ae4c6117d0fd4822e291f52906372205d4bdbb7fe8ab,False,False
Claude Haiku 4.5,mul,8,8,ace2d2ab1a4492f235be885711adb81891ebb473475456ae6ecac8c77c994a55,False,False
Claude Haiku 4.5,mul,6,5,334c7c06f526cb5a5920b58fb842f77eac0b7896b405d6f30710dd59b7e33a8c,True,True
Claude Haiku 4.5,mst_prim,17,8,29fb9702ef83925f293a4ee449b0b715757f6ee70f6fd76aba1a3e5871711138,False,False
Claude Haiku 4.5,mul,4,4,ec85ac2aa01d7b373b7c2720874ebec73cfc7d598ed320b64f154633d99cfdd8,True,True
Claude Haiku 4.5,mul,12,11,c3adca9ffd62767433e13dbd7ca8480c9358f7f1405050eb19f873497f1df0bc,False,False
Claude Haiku 4.5,mul,10,10,ac5d846eb31d151bf7f9a5cce8ee478c415ec10b4da4bed3fc233f45231c218d,False,False
Claude Haiku 4.5,mul,12,12,ce10f59aaffd9e255de2adaad676f799de33a146073b7a581f17069c19608847,False,False
Claude Haiku 4.5,mst_prim,25,11,a2c913622459ad7a0d188e5dfce6bc057c8ceec6c92a14ba530c6793a7e3c9e1,False,False
Claude Haiku 4.5,mul,10,9,353e66dcd04073d7f20d7af390b2f2618cd63f4eb2832c65ff8b8ea1554a0f07,True,False
Claude Haiku 4.5,mul,14,13,b4ba91ec6915039cfd979134b84f756a36f9b3998b34e2529a686f753a2f68e2,False,False
Claude Haiku 4.5,mul,14,14,f8f0c8ce158f68b186b49a4526c56e98c0aecdb36cbb3a5eb9d721221a0c38fa,True,False
Claude Haiku 4.5,mul,16,16,00c4d4feb166ec5948976e296ec19036544342028a02fde7cf7638d41e7216ee,False,False
Claude Haiku 4.5,mul,16,15,b7130c88fa6470564cee458d9c70def8a7281115ad17fe9e52849d714c1e2ddb,True,False
Claude Haiku 4.5,mul,18,17,6e66c749ecce99f873c274aa7d1fb4dc5591d48c579518beb9b56468b3c121c4,False,False
Claude Haiku 4.5,mul,18,18,896effbbe9b64e3a187b2f092fdd3f5df6170019514e3197d8e0ff975b22b2dd,True,False
Claude Haiku 4.5,mul,20,19,ba35fc0d6817494e49923b83690df23b29ea25eaa00e40981a056de0f052e979,False,False
Claude Haiku 4.5,naive_string_matcher,6,2,985eec8ce7dcd85c038d88b9a537c4803b1aed893ec6c03cb2669a33b5c94d88,False,False
Claude Haiku 4.5,naive_string_matcher,5,1,900b3f362d872f6e006ae827fa40db316fc2af19e151ef65503dc70eb074b1f1,False,False
Claude Haiku 4.5,mul,20,20,bb63b0384ab3968be7ab6d170811bb012145897ec621cf58a476d6badf4dd646,False,False
Claude Haiku 4.5,naive_string_matcher,9,3,2662e1b508a7b4c97b8582846d6118bb9cfd2a9b7e5824e058e09f686737ee69,False,False
Claude Haiku 4.5,naive_string_matcher,13,5,4cdd576c65399e1d7e3499b997a4b88f3f670cc9e53739af23420f03b38b3240,False,False
Claude Haiku 4.5,naive_string_matcher,10,4,8c4386e87f87476b739518816ffa7e75f9d88b715f8792f2f0590aef9a2afcb1,False,False
Claude Haiku 4.5,naive_string_matcher,14,6,8855765ddcd1b6c06ec5ffba9294037941207504b5333eb913d7c910d1805a28,False,False
Claude Haiku 4.5,naive_string_matcher,18,7,99d0f26d5dfc094c523295b0da9ec6a359d2d4d443c5c242411f95273b56bca2,False,False
Claude Haiku 4.5,naive_string_matcher,30,12,e11f1168c56f0f38d70400da3b5c4c373497101082bd1db982828b3915282b70,False,False
Claude Haiku 4.5,naive_string_matcher,27,11,2719218f1a98bb0750ed98f1d603b832a484df8725a1956372cf794debef48f6,False,False
Claude Haiku 4.5,naive_string_matcher,20,8,c041afaee9a730b998360380e4c7a541e225ac2b286006da34f46387eeefa2c1,False,False
Claude Haiku 4.5,naive_string_matcher,22,9,6b7bfe9d20f64a67dcaa2ae2976c5005ec6ac18be33eee8c6e11a624d0b3b305,False,False
Claude Haiku 4.5,naive_string_matcher,42,17,458da11fa7783f278e88fc1539629543c8b13718bd56bdf8fe09fd1540a318e2,False,False
Claude Haiku 4.5,naive_string_matcher,38,16,13272bd7373544391d679b1dbee7a7c0e107b9270a011fb983c87269ca3334a6,False,False
Claude Haiku 4.5,naive_string_matcher,31,13,5ab274ce0948192a4061c8fe5e75130d651f9f5aa0cb1c869eae9bf378310b13,False,False
Claude Haiku 4.5,naive_string_matcher,32,14,2b8140f9a4454691239dae7f385fc8a9a9404c5c785a62b301ef22cb2480039d,False,False
Claude Haiku 4.5,naive_string_matcher,46,18,f052f572a58448a705dcc75f0d47f9164f65b47fac88a789f5d01c00293bbba3,False,False
Claude Haiku 4.5,naive_string_matcher,23,10,65abbc1b0f01bccdf6981a1328d2c67298649bfb20085a78fa09dd2bdb316b9c,False,False
Claude Haiku 4.5,naive_string_matcher,52,21,d735a7a54cfc6c0da42bd39f879d677f80bafb04f9afb872ab256ec8cff5c3af,False,False
Claude Haiku 4.5,naive_string_matcher,57,23,2975b2ecfd8967d656821b26d4d7ad55ad875344174ca0c25ff06046b668f25e,False,False
Claude Haiku 4.5,naive_string_matcher,47,19,e3859cd23fb3f3a6dcb5d43f9fafdcaca5d2f5bf1b601de5f0b90f8d5bbb0a32,False,False
Claude Haiku 4.5,naive_string_matcher,50,20,8b1d92cc9bde18bf061d0aec814545caed102a1496dbe4851376774a5a7b29ba,True,True
Claude Haiku 4.5,naive_string_matcher,53,22,8d14f8ca190d7572d35e8756830a0dc11319f00856c9ec4969363aef82628991,False,False
Claude Haiku 4.5,naive_string_matcher,36,15,df92930a6d013573566bb7756319331c4ceb0350d7fd93b39560c08dd6b283db,False,False
Claude Haiku 4.5,optimal_bst,5,2,eb6b606ea617b01c0430c3567fab1c45c8de4fa5497159e7f72449e65342a045,False,False
Claude Haiku 4.5,optimal_bst,4,1,fcfe285d8fa43613f1e0aa8402050509f3287d9000ced32f03681012fd031638,False,False
Claude Haiku 4.5,naive_string_matcher,59,24,e33c9199f11bca585414a4e602fe093f4657d0f188d020019fb0b215e9a723eb,False,False
Claude Haiku 4.5,naive_string_matcher,60,25,74d7b57494be071f774c114610dc6cd86988a450378e4bca3714c3a930d0cf66,False,False
Claude Haiku 4.5,optimal_bst,6,3,0f49644bad73a65d315dda333bc6ba90daf5fe13f0024466b0a0e688c6a5d759,False,False
Claude Haiku 4.5,optimal_bst,8,4,35711795033ce01edec72a6ea9fb9a3172bd712b4e853bed4ae1101093999478,False,False
Claude Haiku 4.5,quickselect,7,3,0e12f6a835953176ef23d4512ab55f6af529a4216b5d920b66d0bd74b017898c,False,False
Claude Haiku 4.5,optimal_bst,10,5,a9411f4bfecf4cdcc474cd8d2f913f7c585acfe1885e97af4166db9eb6da3151,False,False
Claude Haiku 4.5,quickselect,5,1,c251a3c3a27188d343e1e90581136077b8a978a7a80075dd992ba4d936e149bc,False,False
Claude Haiku 4.5,quickselect,6,2,de29758a14d8e38a30488c8913d504c1b0b37210a2263ce436f5347abcfd8fa7,False,False
Claude Haiku 4.5,quickselect,8,4,d89744a5aa374256e268f42bceac78458a4880afafb42f21885c0f04a90d89e6,False,False
Claude Haiku 4.5,quickselect,21,7,e34643cf842c8eb513c5bd065c839d20f619947f00cb2c64c695cacc66d47202,False,False
Claude Haiku 4.5,quickselect,16,6,9c2e97fbd42ac2656a452c23b3d5f89a349ee97e312da240c5097480a61780b0,False,False
Claude Haiku 4.5,quickselect,14,5,1adf5d813e360256868cddbb431e34ee130c92d26a19196ec8ed6b9ee7dfd6aa,False,False
Claude Haiku 4.5,quickselect,22,8,cc51a8d316919ddb3ded7e763dd91322e0affa8ae1b3557e09c6e773c002f671,False,False
Claude Haiku 4.5,quickselect,30,12,f97c32f8c180a77796cb4e4fc1d9296f8e1b5c7bbd09eaddc4891f24dc66c656,False,False
Claude Haiku 4.5,quickselect,29,11,2a5fea4107bb475663f1b52730703c23a6577e75d1bcdb91e9106b8f9bf5184d,False,False
Claude Haiku 4.5,quickselect,31,13,d817ec830454a1a550a518cd270e9a9a0b715fbd1704d0829b8a8983109f9137,False,False
Claude Haiku 4.5,quickselect,23,9,1fd6e44feded72abdececd4e9949cf627b0c714178958385fd3b162dd139d815,False,False
Claude Haiku 4.5,quickselect,36,16,960058d4937f421bc29ced2278ba5df748e290e7d39a0b954d42e75c6054ce5d,False,False
Claude Haiku 4.5,quickselect,40,18,76fa461cb60c210e342e639dbdd49d22b891b1aa80145af1382d3b8e6cf0d1fc,False,False
Claude Haiku 4.5,quickselect,41,19,b1f91fa35b1179907ba57c072d44103744211282c5f2acd0dd6e82c3493726f0,False,False
Claude Haiku 4.5,quickselect,35,15,26724040d19571aeb2959b5f77eac2029cad8736feac75e94166112f55364eb0,False,False
Claude Haiku 4.5,quickselect,33,14,b4fb9d5733ab01771523ee1cb6dbad42d8039fe601ba1565e0f9911eb154936e,False,False
Claude Haiku 4.5,quickselect,37,17,5ad7edb3e378721170f8b7218d4ccdb5a6a65df1e1fe85307b440bdcc5d516d4,False,False
Claude Haiku 4.5,quickselect,26,10,bd3fc947cfaea2db7a5e775c9670e43d4f5dea688630c278973d17e044bba101,False,False
Claude Haiku 4.5,quickselect,43,20,5ebc959c43f6f8e318d73bca679b0e1bbcb5f2a62892520827be57ad535c56e4,False,False
Claude Haiku 4.5,quickselect,45,21,2802672377021c736ed1c44dc11d888973842090b10a4ea9cc8ab1d2f3b9af32,False,False
Claude Haiku 4.5,quickselect,50,23,bc16a4d4c36e41d5c51626b58710931b4db7262e2d6ea5c948e14eb3874537ed,False,False
Claude Haiku 4.5,quickselect,47,22,a7b936d949b7b1be4e7911d5e40619df12df46b07bb5a53df45911ec9c327d3f,False,False
Claude Haiku 4.5,quickselect,53,25,7419436aa07843b28c3914b4cbecaf1260fb56f4013f4388d98427f9b039823a,False,False
Claude Haiku 4.5,quickselect,62,29,6f980276c668c2b59d387cadcfad1309ae5b59c80a571e241740533eed952e97,False,False
Claude Haiku 4.5,quickselect,57,27,b26d7453fbfd2c2a7029941f7e2411aa30f84d860aff65aa6752fba16c32c7a3,False,False
Claude Haiku 4.5,quickselect,54,26,53a08dcf2ff8d7b8241d4a3a180441019ae8f9855d7acedfc98011b3ff487c4e,False,False
Claude Haiku 4.5,quickselect,59,28,e2fda391fba4d40579a108694fbe8489ade9c93238eebafcbba7ecf17a11fcd3,False,False
Claude Haiku 4.5,quickselect,52,24,85e01b69bf77aa0f5be0dc09a8fbbd583341cd57457a5c03237c8b0b025591aa,False,False
Claude Haiku 4.5,quicksort,4,1,8f27e3de9c998f69f3878a09c7f13bb13c281ab8ec0eadf71eafe253ec7bd923,False,False
Claude Haiku 4.5,quicksort,8,2,cee1a2304f9b6c0cf7f40e960a6e4b67e3317c9c4902a12c8feaa9c36db7699c,False,False
Claude Haiku 4.5,quicksort,9,3,228e9888b8015687fb2a597cae6f2dbd1578e6bf760b4881214bfaed0906d544,False,False
Claude Haiku 4.5,quicksort,12,5,939e5686d85d59ed3bca1c79a0fe4c95b033abfb1d43faa28332666fb97d8639,False,False
Claude Haiku 4.5,quicksort,11,4,2c6ec63e8a1dc4b1ee952fb0483358099fd344c6e2e06bac69e0f3fdb8610164,False,False
Claude Haiku 4.5,rod,2,2,5a3d68ff9dc97b6f955bf7f1263629216141ba6509c7849d40856a7d4ddcd604,True,False
Claude Haiku 4.5,rod,4,4,4a686a731d635cbb278acf388d82b4964391d03db25dbd875fada213a674e017,False,False
Claude Haiku 4.5,rod,4,3,ebb1e95676f5c8712b2f14730c958d07b6c4cec24ca71186f1eb5879e18b9c13,False,False
Claude Haiku 4.5,rod,2,1,e9b06323ca832405c30b067eadb5c1e271942477767a45fcd4b30915afab9b95,True,True
Claude Haiku 4.5,rod,6,5,192b7b0b6fd1d8116ade5831df51bd9917ea484d8714ca98152481dad084d3fe,False,False
Claude Haiku 4.5,rod,10,10,ede5d46e34a675825251820da4df0e0467c596d45d10be9828d05c57f291d544,False,False
Claude Haiku 4.5,rod,14,14,076e6ff6baeb4eeab0704fc9942554dd96de7097396fe80134af7299a46ea48f,True,True
Claude Haiku 4.5,rod,8,8,4b8f71e87b4816e91b8077652e4a92f95c8eaaf1f63ba1b2b7628c651e127a4d,False,True
Claude Haiku 4.5,rod,8,7,662d73e4aed2a0bd844e19c6488b8bedc616001ec76195cda70933999e400937,True,True
Claude Haiku 4.5,rod,12,12,5e2e3875aa49207509efe89a00ab4bdfaa7dead29eb02c83f617db5450acbc32,False,True
Claude Haiku 4.5,rod,6,6,36616f9f75f058942d2c4064dcd43d2c5a6ff5f25055f9bb14232c6349b95f93,True,True
Claude Haiku 4.5,rod,10,9,b472a6744051993421de35af0c279056ab406fd0db83776d9f5d0a3d9dfee999,False,True
Claude Haiku 4.5,rod,12,11,db75ed4fe35f7a0d11f6b8e29c4ac9117ceacdc9d471ceb14cff7616ef7a8880,False,False
Claude Haiku 4.5,rod,14,13,0aecab563080a81633aa1c65a967762992d401fae47d64ca994875809e6ed5ed,False,False
Claude Haiku 4.5,rod,18,18,81f9ba45d3dca1ebb643b26a14205f20ecccec177fdf8c06c9df17d302708f3f,False,False
Claude Haiku 4.5,rod,16,16,5736c5c87d113b2ffbea72b09e581983a1a9e12e850b264f23e616a1786d078f,False,False
Claude Haiku 4.5,rod,16,15,8be3fd7e845befc3d2cae77ac811eb71b3b7f32ac62893f2cc338c2d349f9120,False,False
Claude Haiku 4.5,rod,18,17,db99ce698480525322ca9476e847308b63739601078ef48fb19a53373458cf74,True,False
Claude Haiku 4.5,rod,20,19,71c456537148524921c6af053460de7ba6452c2e8f5907ff0eddaedfac5fcba6,False,True
Claude Haiku 4.5,rod,20,20,a7ac833deab326a0698f463629e77223f03d3f0e3910003dc1a53ac191691427,False,False
Claude Haiku 4.5,segments_intersect,6,2,19fbe844fe7763efc821ac016b7c0f5d1b1facc69fe6bfff7b2c67806335a3b0,False,True
Claude Haiku 4.5,segments_intersect,5,1,b6664b25d04286e89d76872a8b73d526038985c469cc539b8791ee617ed54325,False,True
Claude Haiku 4.5,segments_intersect,10,5,bba71b210db1dc54761eb55dbb20daacfaf8696c65ca493dde9121db3a633b44,False,False
Claude Haiku 4.5,segments_intersect,7,3,0d696223c50ccf060b90448ca07acdd2d1876ef03e9d08bfc8ae761ef63437a1,True,True
Claude Haiku 4.5,segments_intersect,16,8,2b8533592221f619c8685a2bbf2fb9c68d8ae5bd4e50fe4991ca3c5983d8403f,True,True
Claude Haiku 4.5,segments_intersect,11,6,5cb0db9a4960539b7344eb6a31ab22138acf439d73b1944454188b6edf33e94f,True,False
Claude Haiku 4.5,segments_intersect,14,7,eb6ecb7617247b1caa1f4dce9494dae0ed0ce0351ea8b1f72c563d1199e4ea91,True,True
Claude Haiku 4.5,segments_intersect,8,4,6321325739835477de2b6b9233c943d4e03160b4cdbe104a5d01097692e2b111,True,True
Claude Haiku 4.5,segments_intersect,18,9,be2a254156e698a88e608d54b23cfe78ef30799453843913005ff25ebcf3e838,False,True
Claude Haiku 4.5,segments_intersect,26,11,f0834bce2fac12edba469dd4dc6ef640f32b71d1812e6331bfd72722608b5dfb,False,False
Claude Haiku 4.5,segments_intersect,25,10,ea66e6badb29449aa897597a89becc62994c212149018bc84d10c44217bdb0f5,True,False
Claude Haiku 4.5,segments_intersect,27,12,0c25b64b365f74480273509dcf1e24e074fd678c6ea8342fff4fa16b52f65434,True,True
Claude Haiku 4.5,segments_intersect,29,14,d48bda6eef1f709172162f7db889d4bff8d2b99d9d4e635c4bc303e0d19d5a8b,True,True
Claude Haiku 4.5,segments_intersect,33,16,4bf0cc071f5aa65fa8a51f7591618fc73f66d9c194c4384b7d47e919f213aafe,True,True
Claude Haiku 4.5,segments_intersect,31,15,4febd278cec48a4d4a0ec8b083e76199824d85eb5691ef5abf6456b2ae63b563,True,True
Claude Haiku 4.5,segments_intersect,37,18,ca9bcebd522d7dd6c0a07a098e3f8a7de446a1a433b8b3a7b23cb896a47228ae,False,True
Claude Haiku 4.5,segments_intersect,28,13,9b6ac24d64102c36c482d11b0b8d04e71b88f855169a111900438643a71c9e74,True,True
Claude Haiku 4.5,segments_intersect,34,17,04f293423fc428134270bf06c9962ea0eec0b9e654dd1bbd0c1390ac2e848527,True,False
Claude Haiku 4.5,segments_intersect,38,19,e2cea4ab273de6a7494ad44412f0514f58c7fbc9f4648d7e4b3906b3f42cc5b9,True,True
Claude Haiku 4.5,segments_intersect,42,21,f07581722085915842634f655f1751d9fa0189a12b9c8b0da757ad1498d9471e,True,True
Claude Haiku 4.5,segments_intersect,46,24,7fda332b18568ec0e037c05a1014426ed286ba9ed0223708943ff4d899858181,False,False
Claude Haiku 4.5,segments_intersect,43,22,6f0d38c8d92aa9a1f6f2fe2f76bd2b6eee523ab15b660fe8cb492d21a9980cd6,True,True
Claude Haiku 4.5,segments_intersect,55,27,129a6766cecbfaec9503bece6b65fa5fbed3c0e749ca0be6b1a57bb54591bbcb,True,True
Claude Haiku 4.5,segments_intersect,53,26,871e98403df45f558ac1df689d4be6672c912e519bc2ccb8dbfc46211b5494c4,True,False
Claude Haiku 4.5,segments_intersect,40,20,77190ca2886658a7a1afaad6caba2601ba7a159c922045af0b1b4924ee5a1e23,True,True
Claude Haiku 4.5,segments_intersect,57,28,42bca946ee1814f6eb130f2aaeadaf8aa8e3d6275ee57bea45f6880889c8e0b0,False,False
Claude Haiku 4.5,segments_intersect,45,23,725d510551a37aa14405510d29f73a3312b011e1ae8db96eeac7b00c9249aa4b,True,False
Claude Haiku 4.5,segments_intersect,58,29,d7650d12863657c5684d6065c9976705b19f0b39e688a71200066a1182d029d2,True,True
Claude Haiku 4.5,segments_intersect,47,25,2bd5af0eae3ffe491c840e933170cf4dbb8ea15c1cdfaee915e44084a799d27a,True,False
Claude Haiku 4.5,segments_intersect,63,32,59a654cb374a99b7b4e34fecdea0601ef78627f419e3ec866e7e1b44001d9794,True,True
Claude Haiku 4.5,spp,0,1,7fc60095a1c4fd6a51c289978a30acdb9832e061d94ffc4c5076c01d1365318f,False,False
Claude Haiku 4.5,segments_intersect,59,30,320b71f18c529e4eee85fc3dcd4105fb91a25e8aa8afc691ea7cbe84e18f589e,True,True
Claude Haiku 4.5,spp,0,3,e2cc2b85fb95e20a4a0440600b15110c24f42e91303539cb7865b40b1cc6e608,False,False
Claude Haiku 4.5,spp,0,2,a30d77d5cab5c6947721d7b815e551d4d44c0b7283cf138b353af78ce39bb382,True,True
Claude Haiku 4.5,spp,0,4,34f7eff6a579eec8e9e66dcac3459af224ddabb372e54e1b30375817c98d690c,False,True
Claude Haiku 4.5,spp,0,7,f0926be84793bcbcca3c071ba2271651bdb0fce4d94c7306ca4fb5e7e5de222f,True,False
Claude Haiku 4.5,segments_intersect,60,31,ea1b1e0dc790ae86b7500b76e71d6fe8f1ee2c4bc5c180c63b05c9cad243bd21,True,True
Claude Haiku 4.5,spp,0,6,adeeea7696a935d2007575ca63adddaf4531ed85e7f2e4276c2af2d21d23a06b,True,True
Claude Haiku 4.5,spp,0,5,f1084f7426576ef9a8673e5f802a4998d5e794c20c4a4780351923a75a9dc68b,False,True
Claude Haiku 4.5,spp,0,8,e33783ce74993d3f91d40952e305bd2effc5cd6325b5a0488b6c55dac0be0086,True,True
Claude Haiku 4.5,spp,0,10,4c2a8eba7dd2bd62703d4ae8e7571a5e63c58ff458eb6ac1847b25aa70a6025e,True,True
Claude Haiku 4.5,spp,0,9,b69c0a5df91dc5eaaee55b49bc1e5f2edffb451eb49206be47136177857a3990,True,True
Claude Haiku 4.5,spp,0,13,827b8a3071fba87d2cb20bd547d5e75b4b133bbaa1fe64847524f66ad592ff4c,True,True
